Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,pass_read,pass_math,pass_both,budget_per_student,spending_lvl,school_size
8586,Paul Martin,M,9th,Hernandez High School,68,81,3,District,4635,3022020,0,1,0,652,4,Large
8587,William Alexander,M,11th,Hernandez High School,90,87,3,District,4635,3022020,1,1,1,652,4,Large
8588,Natalie Garcia,F,10th,Hernandez High School,94,98,3,District,4635,3022020,1,1,1,652,4,Large
8589,Sarah Strickland,F,12th,Hernandez High School,97,80,3,District,4635,3022020,1,1,1,652,4,Large
8590,Jonathan Crane,M,11th,Hernandez High School,94,60,3,District,4635,3022020,1,0,0,652,4,Large
8591,Erik Miller,M,9th,Hernandez High School,79,79,3,District,4635,3022020,1,1,1,652,4,Large
8592,Shane Lopez,M,10th,Hernandez High School,92,81,3,District,4635,3022020,1,1,1,652,4,Large
8593,Kathryn Johnson,F,9th,Hernandez High School,97,58,3,District,4635,3022020,1,0,0,652,4,Large
8594,Benjamin Morris,M,10th,Hernandez High School,80,87,3,District,4635,3022020,1,1,1,652,4,Large
8595,Sierra Garcia,F,10th,Hernandez High School,87,56,3,District,4635,3022020,1,0,0,652,4,Large
8596,Erica Collier,F,12th,Hernandez High School,97,73,3,District,4635,3022020,1,1,1,652,4,Large
8597,Lauren Smith,F,12th,Hernandez High School,67,90,3,District,4635,3022020,0,1,0,652,4,Large
8598,Anthony Johnson,M,9th,Hernandez High School,78,84,3,District,4635,3022020,1,1,1,652,4,Large
8599,Michelle Ruiz,F,11th,Hernandez High School,79,82,3,District,4635,3022020,1,1,1,652,4,Large
8600,Carolyn White,F,9th,Hernandez High School,90,64,3,District,4635,3022020,1,0,0,652,4,Large
8601,Terry Smith,M,12th,Hernandez High School,64,72,3,District,4635,3022020,0,1,0,652,4,Large
8602,Michael Pineda,M,10th,Hernandez High School,99,76,3,District,4635,3022020,1,1,1,652,4,Large
8603,Christopher Sanchez,M,12th,Hernandez High School,75,86,3,District,4635,3022020,1,1,1,652,4,Large
8604,Anthony Curtis,M,9th,Hernandez High School,99,70,3,District,4635,3022020,1,1,1,652,4,Large
8605,Nicholas Nguyen,M,11th,Hernandez High School,95,55,3,District,4635,3022020,1,0,0,652,4,Large
8606,Michelle Dixon,F,9th,Hernandez High School,83,97,3,District,4635,3022020,1,1,1,652,4,Large
8607,Robert Garcia,M,9th,Hernandez High School,97,89,3,District,4635,3022020,1,1,1,652,4,Large
8608,Kevin Morgan,M,10th,Hernandez High School,80,77,3,District,4635,3022020,1,1,1,652,4,Large
8609,Jane Castaneda,F,11th,Hernandez High School,74,55,3,District,4635,3022020,1,0,0,652,4,Large
8610,John Young,M,9th,Hernandez High School,77,88,3,District,4635,3022020,1,1,1,652,4,Large
8611,Mark Le,M,9th,Hernandez High School,99,92,3,District,4635,3022020,1,1,1,652,4,Large
8612,Justin Williamson,M,11th,Hernandez High School,81,77,3,District,4635,3022020,1,1,1,652,4,Large
8613,Shane Johnson,M,11th,Hernandez High School,92,95,3,District,4635,3022020,1,1,1,652,4,Large
8614,Nicholas Miller,M,12th,Hernandez High School,84,65,3,District,4635,3022020,1,0,0,652,4,Large
8615,Brittany Hobbs,F,10th,Hernandez High School,84,99,3,District,4635,3022020,1,1,1,652,4,Large
8616,Peter Nichols,M,9th,Hernandez High School,84,74,3,District,4635,3022020,1,1,1,652,4,Large
8617,Lisa Stevens,F,10th,Hernandez High School,93,66,3,District,4635,3022020,1,0,0,652,4,Large
8618,Justin Orr,M,9th,Hernandez High School,88,79,3,District,4635,3022020,1,1,1,652,4,Large
8619,Tamara Rodriguez,F,12th,Hernandez High School,71,59,3,District,4635,3022020,1,0,0,652,4,Large
8620,Rickey Oconnor,M,12th,Hernandez High School,64,96,3,District,4635,3022020,0,1,0,652,4,Large
8621,Elizabeth Rodriguez,F,11th,Hernandez High School,99,65,3,District,4635,3022020,1,0,0,652,4,Large
8622,Rachel Osborne,F,12th,Hernandez High School,67,68,3,District,4635,3022020,0,0,0,652,4,Large
8623,Jonathan Jones,M,10th,Hernandez High School,75,83,3,District,4635,3022020,1,1,1,652,4,Large
8624,Anna Davis,F,11th,Hernandez High School,84,70,3,District,4635,3022020,1,1,1,652,4,Large
8625,William Henry,M,10th,Hernandez High School,77,84,3,District,4635,3022020,1,1,1,652,4,Large
8626,Martha White,F,10th,Hernandez High School,72,63,3,District,4635,3022020,1,0,0,652,4,Large
8627,Debbie Schmitt,F,9th,Hernandez High School,71,87,3,District,4635,3022020,1,1,1,652,4,Large
8628,Audrey Velez,F,9th,Hernandez High School,87,69,3,District,4635,3022020,1,0,0,652,4,Large
8629,Mathew Moore,M,11th,Hernandez High School,97,92,3,District,4635,3022020,1,1,1,652,4,Large
8630,Roy Arnold,M,10th,Hernandez High School,68,98,3,District,4635,3022020,0,1,0,652,4,Large
8631,Lisa Baker,F,9th,Hernandez High School,96,57,3,District,4635,3022020,1,0,0,652,4,Large
8632,Jaime Santana,F,9th,Hernandez High School,92,79,3,District,4635,3022020,1,1,1,652,4,Large
8633,Aaron Crawford,M,10th,Hernandez High School,87,62,3,District,4635,3022020,1,0,0,652,4,Large
8634,Chad Simpson,M,12th,Hernandez High School,93,76,3,District,4635,3022020,1,1,1,652,4,Large
8635,Daniel Baxter,M,10th,Hernandez High School,79,72,3,District,4635,3022020,1,1,1,652,4,Large
8636,Tyler Galloway,M,11th,Hernandez High School,96,93,3,District,4635,3022020,1,1,1,652,4,Large
8637,Michelle Patterson,F,9th,Hernandez High School,95,74,3,District,4635,3022020,1,1,1,652,4,Large
8638,Casey Castro,F,11th,Hernandez High School,68,83,3,District,4635,3022020,0,1,0,652,4,Large
8639,Jeffrey Jensen,M,12th,Hernandez High School,89,88,3,District,4635,3022020,1,1,1,652,4,Large
8640,Craig Aguirre,M,10th,Hernandez High School,71,64,3,District,4635,3022020,1,0,0,652,4,Large
8641,Tracy Paul,M,10th,Hernandez High School,98,85,3,District,4635,3022020,1,1,1,652,4,Large
8642,Antonio Grant,M,9th,Hernandez High School,78,74,3,District,4635,3022020,1,1,1,652,4,Large
8643,Angela Murray,F,9th,Hernandez High School,98,82,3,District,4635,3022020,1,1,1,652,4,Large
8644,Samantha Baker,F,12th,Hernandez High School,90,76,3,District,4635,3022020,1,1,1,652,4,Large
8645,Casey Kelley,M,9th,Hernandez High School,76,64,3,District,4635,3022020,1,0,0,652,4,Large
8646,Erin Spencer,F,11th,Hernandez High School,75,98,3,District,4635,3022020,1,1,1,652,4,Large
8647,Mark Davidson,M,10th,Hernandez High School,77,58,3,District,4635,3022020,1,0,0,652,4,Large
8648,Allison Robles,F,10th,Hernandez High School,64,56,3,District,4635,3022020,0,0,0,652,4,Large
8649,Olivia Chan,F,9th,Hernandez High School,75,73,3,District,4635,3022020,1,1,1,652,4,Large
8650,Aaron Weaver,M,10th,Hernandez High School,93,93,3,District,4635,3022020,1,1,1,652,4,Large
8651,David Roth,M,9th,Hernandez High School,99,99,3,District,4635,3022020,1,1,1,652,4,Large
8652,Frank Hamilton,M,10th,Hernandez High School,65,73,3,District,4635,3022020,0,1,0,652,4,Large
8653,Dennis Duke,M,11th,Hernandez High School,85,95,3,District,4635,3022020,1,1,1,652,4,Large
8654,Sarah Conrad,F,9th,Hernandez High School,95,86,3,District,4635,3022020,1,1,1,652,4,Large
8655,Rebecca Myers,F,11th,Hernandez High School,73,95,3,District,4635,3022020,1,1,1,652,4,Large
8656,Devon Garcia,M,9th,Hernandez High School,93,71,3,District,4635,3022020,1,1,1,652,4,Large
8657,Thomas Silva,M,10th,Hernandez High School,76,92,3,District,4635,3022020,1,1,1,652,4,Large
8658,Brandy Jackson,F,9th,Hernandez High School,69,76,3,District,4635,3022020,0,1,0,652,4,Large
8659,Victoria Ramirez,F,10th,Hernandez High School,77,67,3,District,4635,3022020,1,0,0,652,4,Large
8660,Leslie Turner,F,10th,Hernandez High School,79,60,3,District,4635,3022020,1,0,0,652,4,Large
8661,Cindy Phillips,F,9th,Hernandez High School,68,57,3,District,4635,3022020,0,0,0,652,4,Large
8662,Sherry Benson,F,9th,Hernandez High School,90,73,3,District,4635,3022020,1,1,1,652,4,Large
8663,Garrett Lynch,M,9th,Hernandez High School,79,66,3,District,4635,3022020,1,0,0,652,4,Large
8664,John Elliott,M,12th,Hernandez High School,88,74,3,District,4635,3022020,1,1,1,652,4,Large
8665,Caleb Crane,M,10th,Hernandez High School,79,60,3,District,4635,3022020,1,0,0,652,4,Large
8666,Patrick Robinson,M,12th,Hernandez High School,74,79,3,District,4635,3022020,1,1,1,652,4,Large
8667,April Horton,F,12th,Hernandez High School,86,82,3,District,4635,3022020,1,1,1,652,4,Large
8668,Amber Leon,F,12th,Hernandez High School,65,76,3,District,4635,3022020,0,1,0,652,4,Large
8669,Kelsey Cole,F,9th,Hernandez High School,99,68,3,District,4635,3022020,1,0,0,652,4,Large
8670,Richard Brewer,M,12th,Hernandez High School,80,57,3,District,4635,3022020,1,0,0,652,4,Large
8671,Alexander Davis,M,10th,Hernandez High School,74,78,3,District,4635,3022020,1,1,1,652,4,Large
8672,Daniel Hughes,M,12th,Hernandez High School,76,84,3,District,4635,3022020,1,1,1,652,4,Large
8673,Jose Murray,M,12th,Hernandez High School,94,72,3,District,4635,3022020,1,1,1,652,4,Large
8674,Becky Hernandez,F,9th,Hernandez High School,93,80,3,District,4635,3022020,1,1,1,652,4,Large
8675,Morgan Rush,F,11th,Hernandez High School,82,99,3,District,4635,3022020,1,1,1,652,4,Large
8676,Michelle Sanchez,F,11th,Hernandez High School,70,94,3,District,4635,3022020,1,1,1,652,4,Large
8677,Heather Grant,F,9th,Hernandez High School,98,99,3,District,4635,3022020,1,1,1,652,4,Large
8678,Antonio Santos,M,9th,Hernandez High School,68,63,3,District,4635,3022020,0,0,0,652,4,Large
8679,Jessica Mcconnell,F,10th,Hernandez High School,99,96,3,District,4635,3022020,1,1,1,652,4,Large
8680,Timothy Murphy,M,12th,Hernandez High School,96,74,3,District,4635,3022020,1,1,1,652,4,Large
8681,Jonathan Salazar,M,12th,Hernandez High School,74,93,3,District,4635,3022020,1,1,1,652,4,Large
8682,Jason Pacheco,M,12th,Hernandez High School,87,99,3,District,4635,3022020,1,1,1,652,4,Large
8683,Robert Gonzalez,M,12th,Hernandez High School,78,93,3,District,4635,3022020,1,1,1,652,4,Large
8684,Brian Trujillo,M,9th,Hernandez High School,87,73,3,District,4635,3022020,1,1,1,652,4,Large
8685,Megan Conner,F,10th,Hernandez High School,95,79,3,District,4635,3022020,1,1,1,652,4,Large
8686,Sean Rose,M,9th,Hernandez High School,86,76,3,District,4635,3022020,1,1,1,652,4,Large
8687,Cassandra Brown,F,10th,Hernandez High School,91,90,3,District,4635,3022020,1,1,1,652,4,Large
8688,Adam Thomas,M,10th,Hernandez High School,77,65,3,District,4635,3022020,1,0,0,652,4,Large
8689,Connie David,F,10th,Hernandez High School,91,80,3,District,4635,3022020,1,1,1,652,4,Large
8690,Austin Pena,M,11th,Hernandez High School,64,84,3,District,4635,3022020,0,1,0,652,4,Large
8691,Joseph Mendoza,M,10th,Hernandez High School,70,55,3,District,4635,3022020,1,0,0,652,4,Large
8692,David Whitehead,M,10th,Hernandez High School,65,96,3,District,4635,3022020,0,1,0,652,4,Large
8693,David Gross,M,9th,Hernandez High School,85,75,3,District,4635,3022020,1,1,1,652,4,Large
8694,Terry Ellis,M,12th,Hernandez High School,68,62,3,District,4635,3022020,0,0,0,652,4,Large
8695,Brianna Logan,F,11th,Hernandez High School,86,95,3,District,4635,3022020,1,1,1,652,4,Large
8696,Nicolas Ryan,M,9th,Hernandez High School,75,74,3,District,4635,3022020,1,1,1,652,4,Large
8697,Keith Young,M,9th,Hernandez High School,74,66,3,District,4635,3022020,1,0,0,652,4,Large
8698,Anthony Marshall,M,11th,Hernandez High School,99,81,3,District,4635,3022020,1,1,1,652,4,Large
8699,John Nguyen,M,11th,Hernandez High School,71,87,3,District,4635,3022020,1,1,1,652,4,Large
8700,Jessica Jacobs,F,12th,Hernandez High School,75,76,3,District,4635,3022020,1,1,1,652,4,Large
8701,Michele Wise,F,11th,Hernandez High School,80,68,3,District,4635,3022020,1,0,0,652,4,Large
8702,Timothy Black,M,10th,Hernandez High School,68,63,3,District,4635,3022020,0,0,0,652,4,Large
8703,Margaret Ferrell,F,9th,Hernandez High School,94,58,3,District,4635,3022020,1,0,0,652,4,Large
8704,Tiffany Pearson,F,10th,Hernandez High School,84,91,3,District,4635,3022020,1,1,1,652,4,Large
8705,Kimberly Price,F,9th,Hernandez High School,75,92,3,District,4635,3022020,1,1,1,652,4,Large
8706,Brandon Taylor,M,9th,Hernandez High School,85,78,3,District,4635,3022020,1,1,1,652,4,Large
8707,Ivan Scott,M,12th,Hernandez High School,69,93,3,District,4635,3022020,0,1,0,652,4,Large
8708,Terry Taylor,M,9th,Hernandez High School,90,67,3,District,4635,3022020,1,0,0,652,4,Large
8709,Jason Sparks,M,12th,Hernandez High School,84,56,3,District,4635,3022020,1,0,0,652,4,Large
8710,Kimberly Jackson,F,10th,Hernandez High School,64,58,3,District,4635,3022020,0,0,0,652,4,Large
8711,Shelby Greer,F,10th,Hernandez High School,98,70,3,District,4635,3022020,1,1,1,652,4,Large
8712,Joseph Mcgee,M,9th,Hernandez High School,97,59,3,District,4635,3022020,1,0,0,652,4,Large
8713,Justin Schmidt,M,10th,Hernandez High School,91,93,3,District,4635,3022020,1,1,1,652,4,Large
8714,Melissa Munoz,F,11th,Hernandez High School,72,99,3,District,4635,3022020,1,1,1,652,4,Large
8715,James Burns,M,11th,Hernandez High School,76,85,3,District,4635,3022020,1,1,1,652,4,Large
8716,Joshua Scott,M,12th,Hernandez High School,64,73,3,District,4635,3022020,0,1,0,652,4,Large
8717,Jesus Sullivan,M,12th,Hernandez High School,66,86,3,District,4635,3022020,0,1,0,652,4,Large
8718,Benjamin Austin,M,11th,Hernandez High School,83,80,3,District,4635,3022020,1,1,1,652,4,Large
8719,Sonya Knapp,F,10th,Hernandez High School,63,80,3,District,4635,3022020,0,1,0,652,4,Large
8720,Natasha Garrett,F,9th,Hernandez High School,82,99,3,District,4635,3022020,1,1,1,652,4,Large
8721,Gregory Johnson,M,12th,Hernandez High School,93,77,3,District,4635,3022020,1,1,1,652,4,Large
8722,Ashley Smith,F,9th,Hernandez High School,63,87,3,District,4635,3022020,0,1,0,652,4,Large
8723,William Jenkins,M,10th,Hernandez High School,73,60,3,District,4635,3022020,1,0,0,652,4,Large
8724,Danielle Marsh,F,12th,Hernandez High School,63,94,3,District,4635,3022020,0,1,0,652,4,Large
8725,Christopher Fleming,M,9th,Hernandez High School,92,84,3,District,4635,3022020,1,1,1,652,4,Large
8726,Kelsey Mora,F,12th,Hernandez High School,80,66,3,District,4635,3022020,1,0,0,652,4,Large
8727,Larry Jones,M,11th,Hernandez High School,90,74,3,District,4635,3022020,1,1,1,652,4,Large
8728,Jose Clark,M,9th,Hernandez High School,72,87,3,District,4635,3022020,1,1,1,652,4,Large
8729,Claire Wilson,F,11th,Hernandez High School,84,56,3,District,4635,3022020,1,0,0,652,4,Large
8730,Kim Gonzalez,F,11th,Hernandez High School,69,64,3,District,4635,3022020,0,0,0,652,4,Large
8731,Warren Brown,M,10th,Hernandez High School,78,89,3,District,4635,3022020,1,1,1,652,4,Large
8732,Nathan Cooper,M,12th,Hernandez High School,69,64,3,District,4635,3022020,0,0,0,652,4,Large
8733,Heather Jackson,F,11th,Hernandez High School,93,82,3,District,4635,3022020,1,1,1,652,4,Large
8734,Tony Smith,M,9th,Hernandez High School,81,93,3,District,4635,3022020,1,1,1,652,4,Large
8735,Brittany Myers,F,9th,Hernandez High School,64,61,3,District,4635,3022020,0,0,0,652,4,Large
8736,Jessica Fleming,F,10th,Hernandez High School,99,76,3,District,4635,3022020,1,1,1,652,4,Large
8737,Charles Cummings,M,11th,Hernandez High School,86,71,3,District,4635,3022020,1,1,1,652,4,Large
8738,Lisa Cole,F,10th,Hernandez High School,86,73,3,District,4635,3022020,1,1,1,652,4,Large
8739,Kirk Murray,M,10th,Hernandez High School,70,60,3,District,4635,3022020,1,0,0,652,4,Large
8740,James Robinson,M,10th,Hernandez High School,67,74,3,District,4635,3022020,0,1,0,652,4,Large
8741,Ariel Robbins,F,9th,Hernandez High School,69,96,3,District,4635,3022020,0,1,0,652,4,Large
8742,Linda Warren,F,11th,Hernandez High School,85,66,3,District,4635,3022020,1,0,0,652,4,Large
8743,Sarah Dillon,F,12th,Hernandez High School,75,75,3,District,4635,3022020,1,1,1,652,4,Large
8744,Misty Beck,F,11th,Hernandez High School,97,61,3,District,4635,3022020,1,0,0,652,4,Large
8745,Rick Caldwell,M,11th,Hernandez High School,94,70,3,District,4635,3022020,1,1,1,652,4,Large
8746,Sabrina Martinez,F,10th,Hernandez High School,70,81,3,District,4635,3022020,1,1,1,652,4,Large
8747,Robert Perry,M,10th,Hernandez High School,65,80,3,District,4635,3022020,0,1,0,652,4,Large
8748,Amanda Kerr,F,11th,Hernandez High School,88,98,3,District,4635,3022020,1,1,1,652,4,Large
8749,Jordan Ramirez,M,11th,Hernandez High School,92,73,3,District,4635,3022020,1,1,1,652,4,Large
8750,Sarah Woodard,F,12th,Hernandez High School,80,89,3,District,4635,3022020,1,1,1,652,4,Large
8751,William Wilkinson,M,9th,Hernandez High School,82,76,3,District,4635,3022020,1,1,1,652,4,Large
8752,Emily Clark,F,11th,Hernandez High School,72,93,3,District,4635,3022020,1,1,1,652,4,Large
8753,Jeremy Oconnor,M,11th,Hernandez High School,88,72,3,District,4635,3022020,1,1,1,652,4,Large
8754,Alexis Arnold,F,12th,Hernandez High School,71,82,3,District,4635,3022020,1,1,1,652,4,Large
8755,Jody Lloyd,F,9th,Hernandez High School,72,76,3,District,4635,3022020,1,1,1,652,4,Large
8756,William Duffy,M,9th,Hernandez High School,83,75,3,District,4635,3022020,1,1,1,652,4,Large
8757,Annette Odonnell,F,11th,Hernandez High School,91,77,3,District,4635,3022020,1,1,1,652,4,Large
8758,Kelly Duke,F,11th,Hernandez High School,69,76,3,District,4635,3022020,0,1,0,652,4,Large
8759,Amanda Lutz,F,12th,Hernandez High School,97,57,3,District,4635,3022020,1,0,0,652,4,Large
8760,Kristina Lee,F,11th,Hernandez High School,63,56,3,District,4635,3022020,0,0,0,652,4,Large
8761,Joseph Obrien,M,10th,Hernandez High School,82,81,3,District,4635,3022020,1,1,1,652,4,Large
8762,Joshua Hall,M,9th,Hernandez High School,92,86,3,District,4635,3022020,1,1,1,652,4,Large
8763,Taylor Ayala,F,11th,Hernandez High School,94,82,3,District,4635,3022020,1,1,1,652,4,Large
8764,Renee Pierce,F,12th,Hernandez High School,99,63,3,District,4635,3022020,1,0,0,652,4,Large
8765,Shannon Barnes,F,11th,Hernandez High School,91,65,3,District,4635,3022020,1,0,0,652,4,Large
8766,Joshua Miller,M,9th,Hernandez High School,82,64,3,District,4635,3022020,1,0,0,652,4,Large
8767,Christopher Mora,M,10th,Hernandez High School,63,62,3,District,4635,3022020,0,0,0,652,4,Large
8768,Victor Davis,M,10th,Hernandez High School,82,98,3,District,4635,3022020,1,1,1,652,4,Large
8769,Trevor Martinez,M,9th,Hernandez High School,81,58,3,District,4635,3022020,1,0,0,652,4,Large
8770,Matthew Benjamin,M,11th,Hernandez High School,66,96,3,District,4635,3022020,0,1,0,652,4,Large
8771,Sharon Lloyd,F,11th,Hernandez High School,84,94,3,District,4635,3022020,1,1,1,652,4,Large
8772,Charlotte Jones,F,10th,Hernandez High School,81,78,3,District,4635,3022020,1,1,1,652,4,Large
8773,Marcus Jackson,M,10th,Hernandez High School,81,94,3,District,4635,3022020,1,1,1,652,4,Large
8774,Debra Taylor,F,9th,Hernandez High School,79,87,3,District,4635,3022020,1,1,1,652,4,Large
8775,Matthew Davis,M,9th,Hernandez High School,92,64,3,District,4635,3022020,1,0,0,652,4,Large
8776,Benjamin Bates,M,11th,Hernandez High School,97,57,3,District,4635,3022020,1,0,0,652,4,Large
8777,Daniel Morales,M,9th,Hernandez High School,79,99,3,District,4635,3022020,1,1,1,652,4,Large
8778,William Meyer,M,11th,Hernandez High School,89,90,3,District,4635,3022020,1,1,1,652,4,Large
8779,Anthony Reyes,M,10th,Hernandez High School,74,67,3,District,4635,3022020,1,0,0,652,4,Large
8780,Brittany Smith,F,10th,Hernandez High School,70,57,3,District,4635,3022020,1,0,0,652,4,Large
8781,Michael Smith,M,11th,Hernandez High School,76,58,3,District,4635,3022020,1,0,0,652,4,Large
8782,Laura Malone,F,11th,Hernandez High School,84,93,3,District,4635,3022020,1,1,1,652,4,Large
8783,Kyle Turner,M,12th,Hernandez High School,97,64,3,District,4635,3022020,1,0,0,652,4,Large
8784,Derek Gibbs,M,11th,Hernandez High School,96,88,3,District,4635,3022020,1,1,1,652,4,Large
8785,Leah Lee,F,10th,Hernandez High School,81,80,3,District,4635,3022020,1,1,1,652,4,Large
8786,Deborah Lloyd,F,11th,Hernandez High School,84,64,3,District,4635,3022020,1,0,0,652,4,Large
8787,Michael Owens,M,10th,Hernandez High School,95,85,3,District,4635,3022020,1,1,1,652,4,Large
8788,Mary Lutz,F,10th,Hernandez High School,90,70,3,District,4635,3022020,1,1,1,652,4,Large
8789,Joseph King,M,11th,Hernandez High School,83,80,3,District,4635,3022020,1,1,1,652,4,Large
8790,Cynthia Allison,F,12th,Hernandez High School,68,87,3,District,4635,3022020,0,1,0,652,4,Large
8791,Denise Reed,F,9th,Hernandez High School,97,68,3,District,4635,3022020,1,0,0,652,4,Large
8792,Allison Rodriguez,F,12th,Hernandez High School,92,71,3,District,4635,3022020,1,1,1,652,4,Large
8793,Joyce Harper,F,11th,Hernandez High School,66,57,3,District,4635,3022020,0,0,0,652,4,Large
8794,Raymond Franklin,M,11th,Hernandez High School,72,74,3,District,4635,3022020,1,1,1,652,4,Large
8795,Patricia Potter,F,9th,Hernandez High School,91,66,3,District,4635,3022020,1,0,0,652,4,Large
8796,Shane Decker,M,11th,Hernandez High School,84,80,3,District,4635,3022020,1,1,1,652,4,Large
8797,Pamela Baker,F,11th,Hernandez High School,95,94,3,District,4635,3022020,1,1,1,652,4,Large
8798,Keith Brown,M,10th,Hernandez High School,72,81,3,District,4635,3022020,1,1,1,652,4,Large
8799,Eric Martinez,M,11th,Hernandez High School,72,90,3,District,4635,3022020,1,1,1,652,4,Large
8800,Donna Ward,F,9th,Hernandez High School,73,64,3,District,4635,3022020,1,0,0,652,4,Large
8801,Charles Smith,M,9th,Hernandez High School,87,78,3,District,4635,3022020,1,1,1,652,4,Large
8802,Peter Manning,M,10th,Hernandez High School,96,60,3,District,4635,3022020,1,0,0,652,4,Large
8803,Jason Clay,M,9th,Hernandez High School,67,57,3,District,4635,3022020,0,0,0,652,4,Large
8804,Alexis Brown,F,12th,Hernandez High School,89,81,3,District,4635,3022020,1,1,1,652,4,Large
8805,Monica Dixon,F,9th,Hernandez High School,97,62,3,District,4635,3022020,1,0,0,652,4,Large
8806,Catherine Ross,F,10th,Hernandez High School,81,87,3,District,4635,3022020,1,1,1,652,4,Large
8807,John Garcia,M,12th,Hernandez High School,81,91,3,District,4635,3022020,1,1,1,652,4,Large
8808,Kerry Evans,F,10th,Hernandez High School,95,99,3,District,4635,3022020,1,1,1,652,4,Large
8809,Albert Smith,M,11th,Hernandez High School,75,78,3,District,4635,3022020,1,1,1,652,4,Large
8810,Tina Holden,F,9th,Hernandez High School,78,90,3,District,4635,3022020,1,1,1,652,4,Large
8811,Russell Parker,M,11th,Hernandez High School,96,86,3,District,4635,3022020,1,1,1,652,4,Large
8812,Tamara Martinez,F,10th,Hernandez High School,70,79,3,District,4635,3022020,1,1,1,652,4,Large
8813,Stacy Murray,F,11th,Hernandez High School,74,67,3,District,4635,3022020,1,0,0,652,4,Large
8814,Walter Johnson,M,10th,Hernandez High School,87,68,3,District,4635,3022020,1,0,0,652,4,Large
8815,Omar Walker,M,11th,Hernandez High School,66,73,3,District,4635,3022020,0,1,0,652,4,Large
8816,Christopher Bell,M,11th,Hernandez High School,89,96,3,District,4635,3022020,1,1,1,652,4,Large
8817,Erin Stephenson,F,11th,Hernandez High School,64,66,3,District,4635,3022020,0,0,0,652,4,Large
8818,Joseph Gray,M,12th,Hernandez High School,97,80,3,District,4635,3022020,1,1,1,652,4,Large
8819,Taylor Cochran,F,11th,Hernandez High School,68,58,3,District,4635,3022020,0,0,0,652,4,Large
8820,John Martinez,M,10th,Hernandez High School,93,78,3,District,4635,3022020,1,1,1,652,4,Large
8821,Julie Estrada,F,12th,Hernandez High School,93,60,3,District,4635,3022020,1,0,0,652,4,Large
8822,Kathy Gross,F,12th,Hernandez High School,65,88,3,District,4635,3022020,0,1,0,652,4,Large
8823,Christina Pruitt,F,9th,Hernandez High School,81,99,3,District,4635,3022020,1,1,1,652,4,Large
8824,Daniel Martinez,M,12th,Hernandez High School,71,59,3,District,4635,3022020,1,0,0,652,4,Large
8825,Desiree Moore,F,9th,Hernandez High School,90,78,3,District,4635,3022020,1,1,1,652,4,Large
8826,Alicia Gray,F,9th,Hernandez High School,65,84,3,District,4635,3022020,0,1,0,652,4,Large
8827,Joshua Jordan,M,10th,Hernandez High School,93,66,3,District,4635,3022020,1,0,0,652,4,Large
8828,Julia Gutierrez,F,9th,Hernandez High School,84,89,3,District,4635,3022020,1,1,1,652,4,Large
8829,Helen Cross,F,12th,Hernandez High School,66,63,3,District,4635,3022020,0,0,0,652,4,Large
8830,Leslie Rodriguez,F,10th,Hernandez High School,91,82,3,District,4635,3022020,1,1,1,652,4,Large
8831,Jamie Williams,M,9th,Hernandez High School,95,74,3,District,4635,3022020,1,1,1,652,4,Large
8832,Erica Stephenson,F,10th,Hernandez High School,74,95,3,District,4635,3022020,1,1,1,652,4,Large
8833,Stephanie Taylor,F,9th,Hernandez High School,78,95,3,District,4635,3022020,1,1,1,652,4,Large
8834,Matthew Ford,M,10th,Hernandez High School,71,90,3,District,4635,3022020,1,1,1,652,4,Large
8835,Jack Serrano,M,9th,Hernandez High School,95,56,3,District,4635,3022020,1,0,0,652,4,Large
8836,James Garcia,M,10th,Hernandez High School,82,83,3,District,4635,3022020,1,1,1,652,4,Large
8837,Kerry Mahoney,F,9th,Hernandez High School,77,93,3,District,4635,3022020,1,1,1,652,4,Large
8838,Patricia Stein,F,12th,Hernandez High School,80,96,3,District,4635,3022020,1,1,1,652,4,Large
8839,Michael Jones,M,10th,Hernandez High School,69,56,3,District,4635,3022020,0,0,0,652,4,Large
8840,Shawn Ramirez,M,9th,Hernandez High School,85,59,3,District,4635,3022020,1,0,0,652,4,Large
8841,Lindsey Russell,F,12th,Hernandez High School,96,81,3,District,4635,3022020,1,1,1,652,4,Large
8842,Joanna Mcmahon,F,9th,Hernandez High School,77,90,3,District,4635,3022020,1,1,1,652,4,Large
8843,Jessica Black,F,11th,Hernandez High School,67,65,3,District,4635,3022020,0,0,0,652,4,Large
8844,Samuel Beck,M,10th,Hernandez High School,91,91,3,District,4635,3022020,1,1,1,652,4,Large
8845,Jessica Green,F,9th,Hernandez High School,93,99,3,District,4635,3022020,1,1,1,652,4,Large
8846,Frederick Hines,M,9th,Hernandez High School,94,91,3,District,4635,3022020,1,1,1,652,4,Large
8847,Anthony Olson,M,10th,Hernandez High School,82,78,3,District,4635,3022020,1,1,1,652,4,Large
8848,Stephanie Figueroa,F,9th,Hernandez High School,84,65,3,District,4635,3022020,1,0,0,652,4,Large
8849,Sheila Shepherd,F,12th,Hernandez High School,68,68,3,District,4635,3022020,0,0,0,652,4,Large
8850,Michelle Rhodes,F,9th,Hernandez High School,95,94,3,District,4635,3022020,1,1,1,652,4,Large
8851,Joseph Hunter,M,9th,Hernandez High School,78,87,3,District,4635,3022020,1,1,1,652,4,Large
